week,port,region,shipping_mode,avg_wait_days,disruption_index,freight_rate_usd,fuel_price_usd,backlog_teu,on_time_pct
2020-07-12,Shanghai,South America,tanker,1.19,5.51,2554.06,2.57,17130,85.97
2022-08-14,Rotterdam,Europe,tanker,0.97,26.89,2741.37,2.03,11720,79.99
2021-07-25,Antwerp,Asia,tanker,6.16,18.76,2731.92,2.3,15854,72.05
2022-09-18,Savannah,Africa,tanker,3.55,13.71,1475.44,2.31,12911,78.79
2023-11-12,Los Angeles,Middle East,ro-ro,3.65,36.96,2061.8,2.01,30157,71.61
2019-01-06,Rotterdam,North America,container,2.45,10.67,2384.4,2.26,13269,81.9
2022-08-07,Savannah,Africa,bulk,1.89,3.72,1936.7,3.05,6727,85.1
2018-12-02,Colombo,Africa,tanker,7.07,51.07,2531.72,3.53,21739,60.54
2019-03-17,Colombo,Asia,tanker,0.34,58.83,3378.24,2.78,23023,71.67
2024-02-04,Long Beach,Africa,bulk,5.43,17.9,2343.45,2.72,7803,73.77
2019-12-15,Antwerp,South America,container,2.43,17.02,1328.21,2.55,20976,80.03
2021-01-31,Los Angeles,Europe,bulk,1.05,31.85,1757.68,1.91,17342,78.34
2021-07-18,Antwerp,Middle East,ro-ro,2.65,25.52,1188.84,2.25,12354,77.04
2021-06-06,Valencia,Middle East,bulk,1.33,15.31,2217.33,1.77,9292,82.75
2024-08-25,Santos,South America,tanker,3.98,14.55,2342.09,1.27,7681,77.68
2019-11-17,New York/New Jersey,South America,container,2.16,17.87,1104.78,2.18,19724,80.32
2015-01-04,Los Angeles,South America,container,5.27,67.25,3888.09,2.45,23415,59.28
2015-03-22,Shanghai,North America,tanker,5.9,41.3,2136.84,1.81,21004,65.81
2023-09-24,Jebel Ali,Africa,bulk,5.31,50.62,3081.92,2.69,23602,64.19
2016-11-27,Long Beach,Asia,bulk,5.52,29.41,1903.14,2.49,9992,70.14
2018-09-30,Felixstowe,Africa,tanker,1.41,37.41,2182.04,2.15,16867,75.96
2016-06-26,Shanghai,Middle East,container,4.21,45.47,1666.83,2.36,15015,67.94
2020-11-01,Long Beach,North America,tanker,2.22,1.59,2025.92,1.92,13959,85.08
2017-10-15,Shanghai,Middle East,bulk,1.42,8.29,1985.29,2.04,18994,84.67
2017-05-14,Los Angeles,Middle East,bulk,4.21,5.48,1658.54,1.54,24500,79.94
2015-04-12,Savannah,North America,bulk,2.36,36.72,1387.17,2.05,15057,74.26
2023-12-10,Colombo,Africa,tanker,3.34,19.26,2710.33,1.35,22856,77.54
2020-04-19,Los Angeles,Africa,ro-ro,3.87,40.9,1700.1,1.73,12857,69.99
2016-03-27,Houston,Europe,container,4.66,22.02,2473.24,1.15,14869,74.07
2022-10-23,Jebel Ali,North America,container,5.43,7.85,1990.53,2.67,15413,76.78
2024-10-06,Felixstowe,Middle East,ro-ro,4.7,37.27,1833.44,3.23,22123,69.42
2018-06-10,Los Angeles,South America,container,0.74,17.09,1839.17,3.08,20647,83.39
2016-03-27,Shanghai,Africa,tanker,4.74,28.06,2422.01,1.97,23562,72.1
2024-05-26,Antwerp,Asia,container,4.14,16.6,869.9,2.49,18926,76.74
2020-05-03,Antwerp,Europe,ro-ro,1.07,31.88,2065.62,0.9,12500,78.3
2015-01-11,Long Beach,South America,ro-ro,2.91,3.73,2425.95,2.88,2230,83.06
2024-08-04,Hamburg,Africa,container,0.95,19.63,2363.19,2.82,8976,82.21
2020-08-16,Busan,North America,tanker,3.79,20.97,2729.24,2.0,20456,76.13
2023-12-17,Santos,South America,bulk,4.63,13.78,1247.8,2.84,12289,76.61
2022-05-01,Busan,Africa,bulk,4.17,47.38,2126.19,2.2,16171,67.45
2021-04-18,Busan,Middle East,bulk,6.14,14.35,1550.63,2.42,22300,73.41
2022-11-20,Busan,Middle East,tanker,0.2,26.03,2086.96,1.68,17292,81.79
2020-09-27,Houston,Africa,ro-ro,2.05,48.15,1625.23,2.15,17373,71.46
2023-01-01,Busan,Middle East,container,5.48,19.31,1900.26,2.85,18550,73.25
2019-12-22,Houston,Asia,tanker,3.86,20.19,1560.58,2.94,20419,76.22
2024-02-25,Valencia,South America,bulk,2.74,45.14,1329.68,2.81,9713,70.98
2015-11-01,Singapore,South America,bulk,0.98,17.9,1856.3,2.38,10563,82.67
2021-09-12,Durban,Africa,bulk,2.46,30.01,1240.83,1.3,26575,76.08
2017-09-24,Antwerp,Africa,ro-ro,3.07,66.1,2935.2,3.02,38054,64.03
2016-08-07,Felixstowe,North America,container,0.2,13.28,427.49,3.69,15508,85.62
2017-01-15,Colombo,North America,tanker,4.4,37.87,2717.83,2.23,16390,69.84
2018-03-25,Hamburg,Africa,tanker,3.68,25.51,1284.7,3.0,12254,74.99
2024-08-04,Savannah,Asia,tanker,4.3,24.36,2522.57,4.06,26362,74.09
2022-10-02,Manzanillo,Africa,ro-ro,2.87,19.84,1707.13,2.37,16080,78.31
2019-04-21,Colombo,Asia,ro-ro,3.5,5.8,1825.63,3.26,5880,81.26
2017-01-29,Hamburg,Africa,ro-ro,3.62,33.81,2891.9,2.17,24173,72.62
2018-01-21,Antwerp,Africa,container,3.44,19.3,1571.38,2.13,19962,77.33
2024-11-24,Savannah,Middle East,bulk,4.07,25.07,1480.27,2.51,12812,74.34
2016-05-29,Ningbo,Europe,ro-ro,0.2,24.66,2764.73,1.82,14991,82.2
2020-12-13,Antwerp,South America,container,0.93,22.77,1611.63,2.79,5384,81.31
2018-09-30,Los Angeles,North America,container,6.55,10.92,2986.77,3.66,17628,73.62
2020-10-18,Savannah,Europe,bulk,3.53,19.29,1860.58,2.05,12210,77.15
2016-05-29,New York/New Jersey,Asia,ro-ro,2.08,5.25,1510.61,2.31,11487,84.26
2017-04-30,Felixstowe,Asia,ro-ro,2.4,36.01,2595.34,3.34,13701,74.4
2015-03-15,Tanjung Priok,Asia,tanker,4.15,44.76,3284.7,3.0,20949,68.27
2022-08-14,Busan,Europe,tanker,3.07,58.92,3223.96,3.16,26495,66.18
2023-05-28,Tanjung Priok,South America,ro-ro,2.44,37.24,3590.18,2.07,24576,73.95
2015-10-25,Santos,North America,ro-ro,6.56,44.93,3523.53,2.58,19294,63.4
2021-04-11,Busan,North America,tanker,1.76,13.41,2680.01,2.94,13219,82.46
2024-04-14,Jebel Ali,South America,container,5.5,32.76,1945.55,2.83,24497,69.17
2023-04-16,Colombo,South America,tanker,5.41,45.08,2066.81,1.57,29193,65.66
2024-08-18,Los Angeles,Middle East,container,2.57,14.62,2510.53,2.92,9767,80.47
2024-07-28,New York/New Jersey,Middle East,tanker,3.45,17.99,3222.59,2.15,19792,77.7
2016-10-23,New York/New Jersey,Europe,container,5.1,6.28,2147.21,2.6,2615,77.92
2023-12-03,Jebel Ali,Africa,tanker,2.14,48.88,1882.25,2.08,12480,71.06
2019-09-29,Tanjung Priok,Middle East,container,5.84,9.27,1171.81,1.93,7168,75.54
2021-05-02,Ningbo,South America,ro-ro,0.2,33.76,2269.98,2.13,20050,79.47
2019-03-31,Tanjung Priok,Middle East,container,2.49,47.51,3771.79,1.79,15410,70.77
2015-03-15,Houston,South America,container,3.01,12.12,2395.12,3.51,10428,80.34
2024-12-08,Valencia,North America,bulk,4.15,18.71,1939.71,1.17,22046,76.09
2024-02-04,Shanghai,Africa,ro-ro,3.4,5.77,2201.93,3.01,12349,81.47
2015-12-13,Shanghai,South America,container,2.67,13.93,1884.76,1.71,14242,80.48
2024-08-18,Rotterdam,Middle East,tanker,2.63,10.08,1568.23,2.98,10415,81.72
2018-03-11,Long Beach,Asia,tanker,3.4,46.66,2716.68,1.53,29752,69.2
2023-05-14,Savannah,Africa,bulk,2.64,50.68,3277.47,2.29,20128,69.52
2016-07-03,Antwerp,Middle East,ro-ro,0.2,15.05,1425.91,2.61,10745,85.08
2019-11-24,Los Angeles,Middle East,bulk,3.91,23.09,1971.44,1.37,17482,75.25
2022-05-22,Long Beach,Asia,bulk,3.19,26.43,1556.17,2.36,22857,75.69
2019-05-19,Singapore,Africa,ro-ro,2.32,27.71,2450.82,1.59,20400,77.05
2019-06-30,Valencia,Africa,container,2.19,13.09,2309.37,2.92,11426,81.69
2016-12-25,Rotterdam,Europe,bulk,4.7,45.47,3199.54,2.71,16536,66.96
2015-06-21,Valencia,Middle East,tanker,3.83,18.48,1962.59,1.64,11007,76.8
2023-06-11,Los Angeles,Africa,tanker,4.95,49.52,2778.98,2.47,30203,65.24
2017-01-29,Felixstowe,Middle East,container,9.03,27.44,2389.7,3.0,19259,63.71
2020-06-21,Felixstowe,South America,ro-ro,2.86,10.0,1483.65,2.8,5993,81.28
2016-04-24,New York/New Jersey,North America,tanker,4.1,35.57,2797.82,3.12,16250,71.13
2022-01-09,Santos,Middle East,bulk,4.51,57.38,3071.25,1.62,27537,63.77
2017-09-10,Savannah,North America,bulk,2.69,18.98,1381.51,3.48,21246,78.93
2016-09-11,Colombo,Europe,bulk,4.43,7.13,1390.35,2.14,20996,79.0
2023-10-01,Durban,Asia,tanker,3.61,37.59,1991.88,3.18,22789,71.5
2024-05-19,New York/New Jersey,Africa,bulk,3.14,27.44,1842.97,1.86,15773,75.49
2023-02-12,Savannah,South America,container,3.58,54.11,2679.86,3.06,25159,66.61
2019-07-21,Antwerp,Europe,tanker,2.51,6.02,1892.61,3.16,18192,83.17
2017-08-13,Jebel Ali,North America,tanker,3.8,30.76,2618.64,3.42,14677,73.17
2016-03-06,Manzanillo,North America,container,0.2,24.28,1589.07,1.95,13077,82.32
2020-03-22,Colombo,South America,container,3.67,36.21,2908.52,2.56,14067,71.8
2020-12-13,Houston,Asia,bulk,4.73,19.45,2583.34,2.43,11016,74.71
2024-06-02,Antwerp,Europe,ro-ro,2.86,16.06,1677.08,2.52,9047,79.46
2024-05-19,Santos,Europe,container,4.18,26.8,2962.13,1.94,24190,73.6
2018-05-20,Jebel Ali,South America,container,0.31,25.51,1887.96,2.67,18353,81.73
2017-11-12,Houston,South America,bulk,7.93,8.01,1814.61,2.19,10986,71.74
2016-05-01,Santos,South America,container,4.93,21.02,2417.81,1.82,18670,73.83
2018-03-25,Hamburg,Africa,ro-ro,4.3,35.91,2234.96,1.78,18622,70.63
2022-02-06,Hamburg,Asia,ro-ro,5.08,17.19,2183.33,2.86,19021,74.68
2016-03-06,Felixstowe,North America,tanker,6.31,11.82,2042.86,2.4,19515,73.83
2022-10-02,Los Angeles,Europe,tanker,2.82,17.15,3442.21,2.39,12199,79.22
2022-09-04,Valencia,South America,bulk,2.37,13.17,1738.41,2.58,14174,81.31
2017-07-02,Santos,South America,ro-ro,0.87,53.69,1936.92,2.07,16035,72.15
2018-02-04,Hamburg,South America,tanker,0.2,5.76,3093.69,3.0,15847,87.87
2024-10-06,New York/New Jersey,Middle East,container,2.53,36.87,1687.72,3.31,23726,73.88
2023-03-12,New York/New Jersey,South America,container,3.09,34.85,2674.42,2.5,20958,73.37
2017-11-12,Long Beach,Asia,tanker,5.36,47.96,2668.47,1.45,16561,64.89
2022-09-18,Shanghai,Middle East,tanker,4.81,22.53,2296.16,1.77,7668,73.62
2020-12-13,Durban,South America,tanker,5.38,22.64,2416.46,2.66,33255,72.45
2021-01-17,Santos,South America,ro-ro,4.95,47.03,1818.12,2.27,23606,65.99
2022-07-31,Colombo,Africa,bulk,2.58,20.55,2432.02,1.47,11957,78.68
2024-03-17,Singapore,North America,ro-ro,5.36,18.69,1946.73,2.82,10829,73.67
2021-09-19,Durban,South America,container,3.23,8.33,1497.31,2.14,18149,81.04
2019-12-08,Shanghai,Asia,tanker,4.61,25.41,2221.12,3.19,16937,73.16
2019-06-23,Singapore,Asia,bulk,5.18,12.53,2044.1,1.83,19156,75.88
2018-09-30,Busan,Asia,bulk,5.18,4.54,2573.7,2.09,19442,78.28
2021-08-01,Manzanillo,Africa,ro-ro,1.15,23.76,1793.01,2.08,14406,80.57
2020-06-21,Shanghai,South America,ro-ro,6.37,33.84,1729.62,1.44,23712,67.11
2018-09-09,Tanjung Priok,Europe,tanker,0.2,6.09,1486.59,2.86,12335,87.77
2018-09-23,Busan,Africa,tanker,4.6,24.5,1440.87,2.45,19913,73.45
2019-01-06,Valencia,South America,bulk,3.4,48.01,2005.23,1.93,23085,68.8
2017-04-23,Ningbo,Africa,bulk,4.18,29.58,1656.21,2.26,12389,72.77
2019-01-13,Tanjung Priok,Africa,tanker,2.81,10.43,1991.82,3.53,19638,81.25
2018-08-05,Santos,Asia,bulk,5.92,20.45,2053.81,1.36,13557,72.02
2022-09-11,Santos,Africa,tanker,5.09,25.47,1874.97,2.85,18898,72.18
2024-01-07,Durban,Asia,bulk,3.05,19.96,2823.95,2.12,15579,77.91
2019-12-29,Tanjung Priok,North America,tanker,5.99,52.05,2175.19,2.62,31836,62.4
2017-06-11,Jebel Ali,South America,ro-ro,3.33,26.09,1664.91,1.53,14074,75.51
2015-01-25,New York/New Jersey,Europe,tanker,3.84,30.95,2039.82,3.48,17016,73.04
2024-09-15,Valencia,South America,tanker,5.09,24.12,1372.95,1.92,12771,72.58
2023-04-02,Antwerp,Asia,container,3.67,3.97,1454.86,3.58,20153,81.47
2023-05-21,Santos,South America,container,4.36,12.66,2223.23,2.11,4415,77.48
2024-05-05,Felixstowe,Middle East,tanker,4.67,41.08,2380.77,2.01,15709,68.34
2017-05-07,Houston,Europe,container,0.2,67.09,2623.72,2.33,26964,69.47
2022-02-06,Long Beach,North America,container,4.37,48.13,1427.0,1.96,19075,66.82
2020-06-14,Savannah,South America,tanker,2.78,32.62,2619.74,1.91,11684,74.65
2017-07-02,Savannah,Africa,ro-ro,3.86,14.95,1599.4,2.71,13231,77.8
2019-01-06,Long Beach,Africa,container,3.32,13.28,2500.07,2.75,20079,79.38
2015-03-15,Savannah,Asia,tanker,2.44,13.89,2348.59,2.49,14140,80.95
2020-08-02,Felixstowe,Europe,bulk,3.53,16.1,2619.68,1.72,24943,78.11
2019-04-28,Tanjung Priok,South America,tanker,1.35,13.13,2156.24,3.47,7785,83.36
2021-12-12,Hamburg,Europe,container,0.2,6.49,2482.53,2.95,17694,87.65
2021-03-21,Hamburg,Europe,ro-ro,1.58,40.49,2816.84,3.83,19933,74.69
2018-12-30,Durban,South America,container,1.29,9.77,2557.34,2.69,15105,84.49
2018-02-25,New York/New Jersey,South America,tanker,4.26,57.59,3082.83,2.63,16314,64.2
2024-07-14,Savannah,North America,bulk,4.17,7.68,2140.26,2.89,10668,79.36
2022-12-25,Hamburg,Europe,ro-ro,5.06,16.34,1447.92,1.87,11328,74.98
2018-04-01,Rotterdam,Europe,tanker,3.75,21.76,2823.51,2.62,19469,75.97
2017-02-05,Los Angeles,Europe,tanker,2.99,35.87,2339.75,1.96,19180,73.26
2023-07-16,Colombo,South America,ro-ro,2.57,50.87,1640.42,2.8,18775,69.6
2023-10-01,Antwerp,Europe,container,0.97,32.95,2023.92,2.24,22020,78.18
2016-08-07,Felixstowe,Africa,ro-ro,1.65,1.83,1953.85,1.18,12624,86.15
2023-09-10,Houston,Africa,ro-ro,6.8,23.99,1877.2,1.84,16938,69.2
2022-06-19,Los Angeles,South America,tanker,4.16,11.62,2938.1,2.35,14318,78.19
2019-01-13,Santos,Middle East,tanker,1.97,20.87,2707.09,1.85,16960,79.8
2021-04-25,Los Angeles,Middle East,ro-ro,2.24,16.29,1624.34,2.44,14133,80.63
2023-09-03,Tanjung Priok,Europe,tanker,2.5,38.61,2025.08,2.77,17229,73.42
2017-10-29,New York/New Jersey,South America,ro-ro,1.69,32.9,1509.73,1.76,22479,76.75
2018-04-22,Jebel Ali,Europe,bulk,1.03,26.1,2336.84,2.49,12209,80.11
2021-02-28,Busan,Middle East,tanker,1.48,12.99,1422.52,2.95,12925,83.14
2019-11-17,Ningbo,Europe,ro-ro,3.05,8.72,2724.85,1.93,19874,81.28
2024-03-17,Los Angeles,Africa,bulk,3.32,50.63,2726.79,2.41,23119,68.17
2016-04-10,Valencia,Africa,container,1.07,23.13,2542.08,2.48,22815,80.92
2022-08-21,Colombo,Asia,tanker,4.27,38.81,1002.86,3.16,16707,69.82
2022-06-26,Los Angeles,Middle East,ro-ro,2.94,25.94,2288.62,1.91,11506,76.34
2023-10-01,Felixstowe,North America,ro-ro,1.73,15.56,1935.26,2.48,9534,81.87
2020-01-05,Busan,Europe,tanker,3.53,26.86,3301.74,2.61,16475,74.88
2022-03-13,Shanghai,Middle East,bulk,3.56,65.67,2722.54,3.38,23643,63.18
2018-04-22,Hamburg,South America,bulk,3.9,41.05,923.81,2.08,28345,69.89
2015-09-20,Jebel Ali,Asia,container,5.09,18.59,2384.22,2.75,15861,74.24
2019-06-30,New York/New Jersey,Africa,bulk,0.72,11.97,1059.97,3.5,21532,84.97
2016-10-23,Tanjung Priok,Africa,container,0.2,9.78,667.92,2.82,18726,86.67
2019-12-01,New York/New Jersey,South America,tanker,2.55,36.46,2506.1,2.61,18749,73.96
2023-11-19,Houston,Asia,bulk,5.12,33.46,2278.69,3.3,15261,69.72
2023-07-23,Shanghai,Europe,bulk,4.22,78.05,2283.5,2.08,25119,58.15
2023-01-15,Ningbo,Europe,container,6.5,24.01,2633.7,3.08,10103,69.8
2019-07-21,New York/New Jersey,South America,container,5.12,21.26,1738.32,3.32,17552,73.38
2018-06-17,Ningbo,South America,ro-ro,2.32,14.09,2402.0,2.45,12883,81.13
2023-04-23,Rotterdam,Europe,container,5.41,23.36,2030.99,2.13,15620,72.17
2018-11-04,Tanjung Priok,Africa,container,6.0,46.72,2518.55,0.8,13638,63.98
2016-04-24,Savannah,Asia,bulk,3.68,1.83,2112.24,0.9,11864,82.09
2017-06-11,Valencia,South America,tanker,2.43,8.83,2416.38,2.54,22085,82.49
2018-07-08,Houston,South America,bulk,4.31,81.37,3097.35,2.77,25868,56.97
2019-10-27,Los Angeles,Asia,bulk,5.02,75.62,2311.7,1.67,29023,57.27
2020-05-03,Manzanillo,North America,container,6.67,16.23,1887.16,2.0,10178,71.79
2022-09-25,Houston,Europe,container,2.64,15.19,1996.43,1.56,21070,80.16
2024-03-17,Houston,Europe,bulk,4.27,23.17,2285.98,2.77,18541,74.51
2022-03-20,Colombo,Asia,ro-ro,5.12,38.88,2286.2,1.72,13666,68.1
2019-10-27,Valencia,Europe,container,0.82,35.64,2609.46,3.59,14284,77.67
2019-11-17,Rotterdam,Africa,container,0.5,37.42,2705.98,3.31,14943,77.77
2016-04-24,Jebel Ali,Europe,container,5.29,8.44,1552.08,2.08,15714,76.89
2020-08-23,Valencia,South America,ro-ro,7.0,45.92,3103.72,2.53,19247,62.22
2022-10-02,Durban,South America,ro-ro,4.86,25.88,1977.04,2.38,17893,72.52
2024-02-25,Manzanillo,Asia,ro-ro,2.74,31.63,1901.16,2.67,17895,75.03
2019-12-08,Manzanillo,Middle East,bulk,0.94,20.82,1780.99,2.03,14911,81.87
2024-11-17,Santos,Europe,container,1.61,21.62,2554.26,3.09,10694,80.29
2019-01-20,New York/New Jersey,South America,tanker,0.89,21.68,2311.99,2.65,11933,81.72
2020-11-08,Savannah,South America,ro-ro,3.0,22.98,2082.67,2.14,9585,77.11
2022-07-03,Jebel Ali,Asia,tanker,2.06,4.99,1272.53,2.54,16473,84.38
2015-06-21,Singapore,Middle East,bulk,1.67,17.11,2460.72,1.54,19826,81.53
2015-04-26,Antwerp,Middle East,bulk,5.26,9.69,1361.33,1.8,18279,76.57
2023-10-29,Colombo,Africa,bulk,4.88,30.44,2290.33,2.35,15642,71.11
2020-12-06,Jebel Ali,Europe,bulk,5.42,44.78,2072.03,2.19,14456,65.73
2015-04-26,Hamburg,Middle East,tanker,3.16,26.05,1215.88,1.25,17365,75.87
2024-07-21,Jebel Ali,Middle East,ro-ro,0.2,15.61,1956.93,1.43,14830,84.92
2022-04-17,Antwerp,Middle East,bulk,7.52,37.92,1990.71,2.17,13701,63.58
2023-02-26,Long Beach,Europe,bulk,5.24,41.83,1822.83,1.55,14036,66.97
2016-12-25,Ningbo,Asia,container,3.38,31.54,2994.75,2.85,20091,73.78
2021-11-14,Valencia,Middle East,ro-ro,5.5,19.04,2931.93,1.65,14277,73.29
2016-07-10,Tanjung Priok,Asia,tanker,4.36,57.86,2448.71,3.13,26607,63.92
2024-05-12,Long Beach,Middle East,container,3.96,34.06,2386.81,0.8,20734,71.86
2021-11-28,Singapore,Europe,tanker,1.53,26.89,1908.1,1.94,14003,78.87
2024-12-08,Rotterdam,North America,container,5.05,27.25,1840.45,3.02,12435,71.73
2017-11-12,Durban,Asia,container,5.48,34.74,3105.02,2.27,19782,68.62
2015-06-28,Manzanillo,Europe,tanker,2.35,13.87,2376.35,2.59,22542,81.14
2015-06-21,Valencia,Middle East,tanker,0.2,33.97,2405.51,1.62,16297,79.41
2024-01-14,Busan,South America,tanker,1.51,13.57,1107.56,1.72,17698,82.91
2020-08-02,Busan,North America,container,3.19,11.94,1035.1,2.11,9528,80.04
2023-08-06,Santos,Middle East,container,4.12,73.33,2744.2,1.02,26697,59.76
2024-12-08,New York/New Jersey,Europe,ro-ro,6.68,19.33,2474.39,2.86,20038,70.84
2021-06-27,Valencia,Africa,tanker,4.37,12.31,2061.81,1.4,9146,77.57
2017-10-29,Houston,Europe,container,2.06,12.42,1709.8,1.73,9870,82.15
2022-07-17,Shanghai,Middle East,bulk,3.64,21.83,1914.02,3.43,20649,76.17
2015-10-25,Long Beach,Asia,container,1.78,4.96,2242.59,2.39,18604,84.95
2017-08-13,Antwerp,Middle East,bulk,3.35,36.66,2863.28,1.61,20435,72.3
2023-03-12,Houston,Middle East,tanker,3.01,31.89,2942.74,1.91,24165,74.41
2019-02-17,Los Angeles,North America,bulk,4.82,36.35,2399.68,2.09,24793,69.46
2015-09-27,Shanghai,Africa,ro-ro,0.93,30.72,1635.69,1.87,19220,78.92
2016-04-17,Hamburg,Middle East,bulk,5.43,13.82,2238.39,2.07,12095,74.99
2024-09-08,Savannah,North America,ro-ro,4.02,37.29,2665.35,2.2,24971,70.77
2021-09-19,Tanjung Priok,Africa,tanker,3.02,30.25,2164.6,1.97,17912,74.88
2024-03-17,Shanghai,South America,tanker,2.55,26.47,935.28,2.6,31920,76.96
2021-05-30,Manzanillo,Europe,tanker,2.87,33.79,1701.1,2.28,11461,74.12
2019-10-27,Hamburg,North America,ro-ro,4.38,13.33,2212.77,1.89,6938,77.24
2024-06-23,Shanghai,Asia,tanker,2.92,42.24,1837.99,2.75,26542,71.49
2024-10-13,Jebel Ali,North America,tanker,1.89,7.06,1705.43,2.14,20555,84.1
2020-01-19,Savannah,Europe,bulk,2.96,50.89,2106.5,2.06,28684,68.81
2019-04-21,Hamburg,Middle East,bulk,2.17,10.78,2589.39,2.41,14594,82.43
2016-12-04,Durban,South America,tanker,4.1,59.46,2024.3,1.86,23186,63.96
2023-02-05,Jebel Ali,Middle East,tanker,2.0,39.9,2270.03,1.87,26986,74.03
2020-11-15,New York/New Jersey,Europe,bulk,3.7,23.74,1951.74,2.91,22399,75.48
2024-06-09,New York/New Jersey,Asia,container,1.65,21.58,1235.14,1.77,14598,80.23
2023-07-23,Jebel Ali,Middle East,bulk,4.57,15.7,1922.68,1.96,9258,76.15
2023-02-19,Santos,North America,tanker,2.71,16.66,2590.66,2.83,12676,79.58
2022-04-10,Savannah,Asia,bulk,5.02,13.03,1751.29,1.61,15016,76.05
2024-07-21,Santos,Middle East,bulk,5.5,13.27,2252.81,1.26,13697,75.02
2022-12-18,Felixstowe,Europe,tanker,5.47,23.51,2002.49,3.55,18626,72.01
2019-10-13,Tanjung Priok,Europe,tanker,0.95,13.8,2561.02,1.72,17913,83.96
2018-02-18,Tanjung Priok,Asia,ro-ro,2.02,18.33,1799.11,2.47,19080,80.46
2016-08-14,Savannah,North America,container,1.72,16.93,1915.24,1.96,19821,81.48
2015-03-01,Houston,South America,ro-ro,5.93,21.55,2468.8,2.5,19219,71.68
2024-09-01,New York/New Jersey,Africa,bulk,4.04,36.49,1039.09,2.52,22747,70.97
2016-01-03,Los Angeles,Middle East,bulk,4.07,19.93,630.52,2.06,14900,75.88
2015-08-23,Houston,Asia,tanker,1.02,29.02,1728.22,2.2,22039,79.25
2022-01-02,Colombo,North America,container,3.63,20.43,2044.21,1.74,19518,76.61
2018-04-01,Ningbo,Asia,container,2.25,37.53,2421.27,2.89,23617,74.24
2015-10-04,Colombo,North America,container,2.09,27.28,2982.38,3.01,19673,77.64
2015-01-04,Antwerp,Europe,ro-ro,6.21,36.84,1415.2,2.92,11225,66.53
2024-08-18,Savannah,Asia,tanker,5.7,18.89,2444.87,1.87,10441,72.93
2016-05-29,Tanjung Priok,Asia,bulk,1.63,25.89,1664.98,2.9,19330,78.97
2016-04-10,Valencia,South America,tanker,6.66,33.61,2377.02,2.66,23377,66.6
2018-02-04,Manzanillo,North America,ro-ro,3.67,70.38,2053.83,1.47,21449,61.55
2019-05-26,Ningbo,North America,ro-ro,0.23,37.7,2292.38,2.56,22770,78.23
2021-08-22,Rotterdam,Africa,ro-ro,5.89,24.82,1280.69,2.64,23418,70.77
2023-11-19,Busan,South America,tanker,4.73,26.44,1186.61,2.35,17725,72.61
2020-10-04,Jebel Ali,Middle East,bulk,5.55,27.42,2073.0,2.15,16745,70.67
2021-01-24,Singapore,Europe,bulk,4.11,52.62,2783.75,1.82,27802,65.99
2024-01-21,Houston,Africa,bulk,2.17,20.57,1969.92,3.24,19514,79.49
2015-09-20,New York/New Jersey,North America,container,6.0,35.47,1925.11,1.96,13823,67.36
2017-11-26,Savannah,Middle East,bulk,0.63,20.11,2604.04,2.79,19909,82.71
2017-12-03,New York/New Jersey,Asia,tanker,6.07,8.76,1114.93,2.35,7364,75.23
2021-04-11,Colombo,Europe,ro-ro,2.78,29.58,2999.46,2.6,19182,75.57
2023-07-16,Felixstowe,North America,tanker,2.25,10.91,1606.83,2.52,15728,82.23
2019-02-10,Santos,Africa,container,4.2,41.06,2291.48,2.71,25860,69.28
2022-02-20,Rotterdam,Middle East,bulk,6.73,37.5,2395.78,2.94,14681,65.29
2021-10-10,New York/New Jersey,North America,container,6.73,34.03,2291.74,1.92,24125,66.33
2019-12-15,Jebel Ali,Europe,ro-ro,1.29,13.18,2819.64,2.48,10047,83.47
2024-02-04,Jebel Ali,Africa,tanker,1.92,2.21,2627.79,2.06,17016,85.5
2023-10-29,Houston,Asia,ro-ro,2.51,14.27,1114.13,2.47,19976,80.7
2021-03-07,Colombo,Africa,bulk,0.25,8.39,2061.25,2.57,4264,86.98
2015-02-22,Rotterdam,Asia,ro-ro,1.38,31.61,2836.29,3.35,20020,77.76
2016-10-30,Santos,Asia,bulk,4.16,12.1,2519.44,2.57,13981,78.05
2015-11-01,Houston,Europe,ro-ro,3.95,29.11,1793.77,3.42,11699,73.37
2020-06-14,Antwerp,Africa,bulk,2.69,7.28,1884.2,2.73,9480,82.44
2023-03-12,Long Beach,North America,tanker,6.69,20.07,1369.55,2.27,21444,70.6
2021-09-26,Tanjung Priok,Asia,tanker,3.7,11.82,1490.93,2.82,8157,79.05
2015-01-18,Savannah,Middle East,bulk,0.2,12.91,1468.26,3.41,6181,85.73
2019-02-24,Houston,Asia,tanker,2.8,34.46,2618.48,1.99,20466,74.06
2022-09-04,Manzanillo,South America,bulk,4.91,25.17,2402.53,2.46,11698,72.63
2023-07-16,Long Beach,Middle East,tanker,2.91,7.61,2411.34,3.08,13718,81.9
2023-12-17,Long Beach,Asia,tanker,3.73,69.84,2401.12,1.61,20802,61.59
2015-05-10,Felixstowe,South America,container,5.76,49.33,3325.29,3.06,23324,63.68
2024-04-21,Felixstowe,Middle East,bulk,3.77,21.91,1216.34,2.29,20316,75.89
2021-03-07,Colombo,Europe,ro-ro,1.06,25.75,1853.68,2.98,19796,80.16
2020-03-15,Ningbo,Africa,container,3.13,31.15,2089.82,2.66,27673,74.4
