date,R01_rate_usd_mt,R02_rate_usd_mt,R03_rate_usd_mt,R04_rate_usd_mt,R05_rate_usd_mt,R06_rate_usd_mt,R07_rate_usd_mt,R08_rate_usd_mt,R09_rate_usd_mt,R10_rate_usd_mt,R11_rate_usd_mt,R12_rate_usd_mt,R13_rate_usd_mt,R14_rate_usd_mt,R15_rate_usd_mt,R16_rate_usd_mt,R17_rate_usd_mt,R18_rate_usd_mt,R19_rate_usd_mt,R20_rate_usd_mt
2024-08-02,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-03,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-04,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-05,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-06,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-07,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-08,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-09,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-10,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-11,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-12,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-13,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-14,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-15,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-16,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-17,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-18,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-19,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-20,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-21,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-22,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-23,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-24,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-25,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-26,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-27,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-28,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-29,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-30,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-08-31,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-01,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-02,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-03,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-04,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-05,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-06,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-07,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-08,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-09,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-10,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-11,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-12,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-13,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-14,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-15,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-16,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-17,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-18,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-19,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-20,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-21,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-22,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-23,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-24,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-25,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-26,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-27,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-28,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-29,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-09-30,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-10-01,37.5,36,35.4,34.5,25.5,29.4,27.43,43.5,42,41.4,40.5,66,67.09,45,44.4,78,38.4,35.4,24.6,40.5
2024-10-02,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,65.42,67.5,45,44.4,78,38.37,35.4,24.6,40.5
2024-10-03,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.17,35.4,24.6,40.5
2024-10-04,37.5,36,35.4,34.5,25.5,29.4,27.54,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.12,35.4,24.6,40.5
2024-10-05,37.5,36,35.4,34.5,25.5,29.4,27.31,43.5,42,41.4,40.5,66,67.5,45,44.4,78,37.91,35.4,24.6,40.5
2024-10-06,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,65.94,67.5,45,44.4,78,37.61,35.4,24.6,40.5
2024-10-07,37.5,36,35.4,34.5,25.5,29.4,27.46,43.5,42,41.4,40.5,66,66.92,45,44.4,78,38.4,35.4,24.6,40.5
2024-10-08,37.5,36,35.4,34.5,25.5,29.4,27.28,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.12,35.4,24.6,40.5
2024-10-09,37.5,36,35.4,34.5,25.5,29.4,27.09,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-10-10,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.17,45,44.4,78,38.4,35.4,24.6,40.5
2024-10-11,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,65.9,67.5,45,44.4,78,38.16,35.4,24.6,40.5
2024-10-12,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-10-13,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.14,35.4,24.6,40.5
2024-10-14,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.09,45,44.4,78,37.97,35.4,24.6,40.5
2024-10-15,37.5,36,35.4,34.5,25.5,29.4,27.49,43.5,42,41.4,40.5,65.68,66.62,45,44.4,78,38.4,35.4,24.6,40.5
2024-10-16,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,65.54,67.5,45,44.4,78,38.12,35.4,24.6,40.5
2024-10-17,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-10-18,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,65.5,67.31,45,44.4,78,38.29,35.4,24.6,40.5
2024-10-19,37.5,36,35.4,34.5,25.5,29.4,27.37,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.07,35.4,24.6,40.5
2024-10-20,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,65.65,67.5,45,44.4,78,37.88,35.4,24.6,40.5
2024-10-21,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,65.13,67.19,45,44.4,78,38.4,35.4,24.6,40.5
2024-10-22,37.5,36,35.4,34.5,25.5,29.4,27.37,43.5,42,41.4,40.49,66,67.5,45,44.4,78,38.14,35.4,24.6,40.5
2024-10-23,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,65.36,67.15,45,44.4,78,37.92,35.4,24.6,40.5
2024-10-24,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-10-25,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,65.72,66.9,45,44.4,78,38.4,35.4,24.6,40.5
2024-10-26,37.5,36,35.4,34.5,25.5,29.4,27.41,43.5,42,41.4,40.5,66,67.5,45,41.6,78,38.05,35.4,24.6,40.5
2024-10-27,37.5,36,35.4,34.5,25.5,29.4,27.36,43.5,42,41.4,40.5,65.56,67.19,45,41.66,78,37.75,35.4,24.6,40.5
2024-10-28,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,37.43,35.4,24.6,40.5
2024-10-29,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,65.36,67.39,45,44.4,78,38.4,35.4,24.6,40.5
2024-10-30,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-10-31,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,65.82,67.28,45,44.4,78,38.33,35.4,24.6,40.5
2024-11-01,37.5,36,35.4,34.5,25.5,29.4,27.41,43.5,42,41.4,40.5,66,66.91,45,44.4,78,38.4,35.4,24.6,40.5
2024-11-02,37.5,36,35.4,34.5,25.5,29.4,27.37,43.5,42,41.4,40.5,65.54,66.78,45,44.4,78,38.08,35.4,24.6,40.5
2024-11-03,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,37.8,35.4,24.6,40.5
2024-11-04,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.23,45,44.4,78,37.72,35.4,24.6,40.5
2024-11-05,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,65.81,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-11-06,37.5,36,35.4,34.5,25.5,29.4,27.49,43.5,42,41.4,40.47,65.15,67.5,45,44.4,78,38.05,35.4,24.6,40.5
2024-11-07,37.5,36,35.4,34.5,25.5,29.4,27.27,43.5,42,41.4,40.5,64.89,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-11-08,37.5,36,35.4,34.5,25.5,29.4,27.18,43.5,42,41.4,40.5,64.53,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-11-09,37.5,36,35.4,34.47,25.5,29.4,27.11,42.35,42,41.4,40.5,66,67.01,45,44.4,78,37.99,35.4,24.6,40.5
2024-11-10,37.5,36,35.4,34.5,25.5,29.4,27.6,43.07,42,41.4,40.5,66,66.49,45,44.4,78,37.85,35.4,24.6,40.5
2024-11-11,37.5,36,35.4,34.5,25.5,29.4,27.47,43.5,42,41.4,40.5,65.55,66.26,45,44.4,78,38.4,35.4,24.6,40.5
2024-11-12,37.5,36,35.4,34.5,25.5,29.4,27.24,43.5,42,41.4,40.5,64.9,65.75,45,44.4,78,38.4,35.4,24.6,40.5
2024-11-13,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,37.98,35.4,24.6,40.5
2024-11-14,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,66.95,45,44.4,78,38.4,35.4,24.6,40.5
2024-11-15,37.5,36,35.4,34.5,25.5,29.4,27.48,43.5,42,41.4,40.47,65.54,67.5,45,44.4,78,38.11,35.4,24.6,40.5
2024-11-16,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.25,45,44.4,78,37.97,35.4,24.6,40.5
2024-11-17,37.5,36,35.4,34.5,25.5,29.4,27.36,43.5,42,41.4,40.5,65.4,67.5,45,44.4,78,37.58,35.4,24.6,40.5
2024-11-18,37.5,36,35.4,31,25.5,29.4,27.6,43.5,42,41.4,40.5,64.93,67.06,45,44.36,78,38.4,35.4,24.6,40.45
2024-11-19,37.5,36,35.4,31.24,25.5,29.4,27.39,43.5,42,41.4,40.5,66,67.5,45,44.35,78,38.07,35.4,24.6,40.5
2024-11-20,37.5,36,35.4,31.26,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.3,45,44.4,78,37.79,35.4,24.6,40.5
2024-11-21,37.5,36,35.4,33.59,25.5,29.4,27.48,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-11-22,37.5,36,35.4,33.74,25.5,29.4,27.6,43.5,42,41.4,40.5,65.81,67.5,45,44.4,78,38.22,35.4,24.6,40.5
2024-11-23,37.5,36,35.4,33.97,25.5,29.4,27.45,43.5,42,41.4,40.5,66,66.77,45,44.4,78,38.4,35.4,24.6,40.5
2024-11-24,37.5,36,35.4,34.1,25.5,29.4,27.16,43.5,41.93,41.4,40.5,66,67.5,45,44.4,78,38.14,35.4,24.6,40.5
2024-11-25,37.5,36,35.4,34.21,25.5,29.4,26.91,43.5,42,41.4,40.5,65.41,67.5,45,44.38,78,37.79,35.39,24.6,40.5
2024-11-26,37.5,35.97,35.4,34.22,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.29,45,44.4,78,37.47,35.32,24.6,40.5
2024-11-27,34.74,36,35.4,34.5,25.5,29.4,27.34,43.5,42,41.4,40.46,65.38,67.5,45,44.4,78,37.15,35.4,24.6,40.5
2024-11-28,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-11-29,37.5,35.99,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,65.67,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-11-30,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,65.2,67.5,45,44.4,78,38.4,35.4,22.82,40.42
2024-12-01,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.24,35.4,24.6,40.5
2024-12-02,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,66.71,45,44.4,78,38,35.4,24.6,40.5
2024-12-03,37.5,35.97,34.43,34.47,25.5,29.4,27.6,43.5,42,41.4,40.45,61.13,67.5,45,44.4,78,37.85,35.4,24.6,40.5
2024-12-04,37.5,36,34.79,34.5,25.5,29.4,27.46,43.5,42,41.4,40.37,60.59,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-12-05,37.5,36,35.4,34.5,25.5,29.4,27.22,43.5,41.98,41.4,40.5,59.95,66.77,45,44.4,78,37.98,35.4,24.6,40.5
2024-12-06,37.5,36,35.4,34.49,25.5,29.4,27.6,43.5,41.93,41.4,40.5,59.38,67.5,45,44.4,78,37.73,35.4,24.6,40.5
2024-12-07,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,63.14,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-12-08,37.5,36,35.4,34.5,25.5,29.4,27.38,43.5,42,41.4,40.5,62.84,67.5,45,44.32,78,38.4,35.4,24.6,40.42
2024-12-09,37.5,35.91,35.4,34.5,25.5,29.4,27.24,43.5,42,41.4,40.5,62.32,67.5,45,44.4,78,38.07,35.4,24.6,40.5
2024-12-10,37.5,36,35.4,34.44,25.5,29.4,27.03,43.5,42,41.4,40.5,61.6,66.82,45,44.4,78,38.4,35.34,24.6,40.48
2024-12-11,37.5,36,35.4,34.5,25.5,29.4,26.92,43.5,42,41.4,40.5,65.4,67.5,45,44.36,78,38.4,35.4,24.6,40.5
2024-12-12,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,65.05,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-12-13,37.5,36,35.4,34.5,25.5,29.4,27.33,43.5,41.91,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-12-14,37.5,36,35.4,34.5,25.5,29.4,27.19,43.5,41.79,41.4,40.5,65.2,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-12-15,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,64.91,66.94,45,44.4,78,38.4,35.31,24.6,40.47
2024-12-16,37.5,35.89,35.4,34.5,25.5,29.4,27.34,43.5,42,41.4,40.5,64.53,66.42,45,44.28,78,38.4,35.4,24.6,40.5
2024-12-17,37.5,36,35.4,34.43,25.5,29.4,27.6,43.5,42,41.4,40.5,66,66.13,45,44.29,78,38.07,35.4,24.6,40.42
2024-12-18,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.41,65.38,65.54,45,44.4,78,37.76,35.4,24.6,40.5
2024-12-19,37.5,35.91,35.4,34.5,25.5,29.4,27.6,43.5,41.98,41.4,40.5,66,65.13,45,44.4,78,38.4,35.29,24.6,40.38
2024-12-20,37.5,36,35.4,34.5,25.5,29.4,27.31,43.5,42,41.4,40.46,65.42,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-12-21,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,41.9,41.4,40.5,66,67.13,45,44.4,78,38.08,35.28,24.6,40.5
2024-12-22,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,65.49,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-12-23,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,66.81,45,44.4,78,38.4,35.4,24.6,40.5
2024-12-24,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,67.5,45,44.28,78,38.4,35.4,24.6,40.5
2024-12-25,37.5,36,35.4,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,65.41,67.5,45,44.4,78,38.03,35.4,24.6,40.5
2024-12-26,37.5,36,35.4,34.5,25.5,29.4,27.43,43.5,42,41.4,40.5,66,66.8,45,44.4,78,37.85,35.36,24.6,40.5
2024-12-27,37.5,36,35.4,34.5,25.5,29.4,27.17,43.5,41.91,41.4,40.5,65.62,65.99,45,44.3,78,37.45,35.4,24.6,40.41
2024-12-28,37.5,36,35.4,34.42,25.5,29.4,26.97,43.5,42,41.4,40.5,66,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-12-29,37.5,36,35.4,34.31,25.5,29.4,27.6,43.5,42,41.4,40.5,65.34,67.5,45,44.4,78,38.4,35.4,24.6,40.5
2024-12-30,37.5,36,35.4,34.5,25.5,29.4,27.33,43.5,42,41.4,40.5,64.6,66.99,45,44.4,78,38.4,35.38,24.6,40.43
2024-12-31,37.5,35.91,33.63,34.5,25.5,29.4,27.6,43.5,42,41.4,40.5,66,66.1,45,44.4,78,38.04,35.4,24.6,40.5
2025-01-01,35.8,34.16,32.15,30.49,22.53,26.12,26.24,41.57,37.32,39.5,35.7,63.15,58.34,39.98,42.42,74.27,36.33,35.4,21.77,38.6
2025-01-02,31.75,32.68,28.47,28.97,21.53,24.93,25.01,39.62,35.76,37.61,34.18,60.3,51.58,35.33,37.62,65.46,34.8,33.67,19.31,36.76
2025-01-03,30.17,31.19,25.14,27.55,20.62,22,22.21,35.16,31.69,35.89,30.36,57.57,49.14,31.44,35.91,58.11,30.67,29.81,17.04,32.63
2025-01-04,26.6,29.89,24.08,26.24,18.24,19.48,19.67,33.68,30.34,34.13,26.95,50.78,43.83,30.1,34.32,51.37,29.28,28.5,16.2,31.09
2025-01-05,25.52,28.41,21.28,25.48,16.14,17.31,17.44,32.3,26.79,30.35,25.76,48.5,41.94,26.63,32.92,49,28.11,25.13,14.32,29.74
2025-01-06,24.3,25.17,18.89,22.61,15.42,16.61,16.69,30.79,25.57,28.92,22.91,43.2,40.29,23.62,29.35,46.86,26.9,22.3,12.67,26.44
2025-01-07,21.49,24.16,18.21,20.06,14.76,14.88,15.94,27.35,24.6,25.74,20.26,41.55,36.01,22.61,26.02,41.84,25.65,21.46,12.11,25.4
2025-01-08,19.18,23.16,16.28,17.96,13.16,13.29,14.1,24.35,23.63,22.73,19.37,39.64,34.39,21.85,23.22,40.29,22.74,20.53,10.86,24.42
2025-01-09,16.94,22.12,15.75,15.97,12.64,11.89,13.5,23.24,21.02,20.13,17.14,35.38,32.97,21.01,20.68,38.87,21.76,18.3,9.63,21.79
2025-01-10,16.35,19.79,15.21,14.12,11.3,10.6,12.86,22.4,20.26,18.03,16.34,31.3,29.34,20.17,19.89,37.44,19.34,16.37,9.33,21.01
2025-01-11,15.69,17.64,13.44,13.54,10.13,10.12,12.3,21.37,19.6,17.37,15.62,30.08,28,19.55,17.74,33.4,18.62,15.73,9.05,18.73
2025-01-12,14.08,15.6,12.85,12.24,9.1,9.08,11.05,19.18,17.33,16.81,15.07,29.02,26.77,17.54,17.22,31.9,17.96,15,8.67,16.74
2025-01-13,13.45,13.86,11.4,10.87,8.18,8.77,10.56,18.31,16.65,16.28,14.64,26.01,25.81,15.58,15.55,30.64,15.9,13.43,7.8,14.89
2025-01-14,11.95,12.48,10.26,9.64,7.89,8.57,9.54,17.53,16.19,14.4,14.12,23.48,22.91,13.92,13.84,29.71,15.31,12.02,7.05,14.37
2025-01-15,11.59,12.15,9.22,9.41,7.03,8.42,8.65,16.83,15.48,13.88,12.6,21.08,20.41,13.46,12.55,26.6,13.77,10.71,6.87,12.81
2025-01-16,11.09,10.85,8.21,9.06,6.74,8.22,7.86,14.99,14.91,13.51,12.32,20.28,18.13,12.15,12.33,25.92,12.19,9.72,6.66,12.37
2025-01-17,10.72,10.4,7.49,8.88,6.52,7.31,7.06,14.49,13.44,12.16,12.03,19.59,17.73,10.94,12.05,23.52,11.69,9.54,6.47,11.21
2025-01-18,9.61,9.45,7.24,7.9,6.28,7.2,6.43,13.03,12.09,11.67,10.86,18.86,17.26,9.95,11.82,22.62,10.52,8.64,6.31,10.12
2025-01-19,8.68,9.24,6.96,7.05,6.04,7.07,6.3,11.6,10.85,10.4,10.56,17.15,16.67,8.91,10.73,20.47,10.11,8.4,6.17,9.85
2025-01-20,7.92,8.19,6.81,6.43,5.55,7,8.67,11.43,10.62,10.14,9.48,15.5,14.92,7.95,13.55,19.88,9.97,7.72,5.97,9.6
2025-01-21,7.04,7.53,6.81,6.44,5.03,6.35,8.49,8.17,9.73,9.73,8.66,15.19,14.81,7.82,13.08,19.53,9.11,7.6,5.43,9.31
2025-01-22,6.37,6.8,6.24,6.43,4.52,5.83,7.56,7.29,9.49,9.52,7.84,14.64,14.4,7.13,12.68,18.74,8.84,7.49,4.9,8.37
