date,bdi,bci_capesize,bpi_panamax,bsi_supramax,bhsi_handysize,vlsfo_usd_mt,mgo_usd_mt
2026-03-14,1652,2159,1906,1447,974,584.67,800.6
2026-03-15,1662,2165,1886,1441,982,584.46,803.35
2026-03-16,1672,2180,1876,1448,977,582.65,802.15
2026-03-17,1654,2151,1868,1446,974,580.47,807.05
2026-03-18,1636,2146,1875,1446,969,580.97,809.39
2026-03-19,1637,2140,1863,1439,960,581.79,805.85
2026-03-20,1644,2120,1865,1436,964,585.35,803.07
2026-03-21,1648,2093,1868,1442,969,589.37,801.92
2026-03-22,1641,2068,1876,1428,977,586.78,805.7
2026-03-23,1658,2051,1874,1439,982,586.43,802.65
2026-03-24,1639,2074,1864,1447,988,586.69,798.05
2026-03-25,1657,2049,1869,1442,991,589.74,801.99
2026-03-26,1671,2050,1858,1454,989,592.15,801.97
2026-03-27,1676,2047,1851,1451,982,594.88,803.73
2026-03-28,1680,2051,1851,1461,978,597.87,800.11
2026-03-29,1693,2059,1838,1450,978,599.38,801.88
2026-03-30,1698,2079,1851,1445,986,596.57,800.78
2026-03-31,1685,2061,1859,1441,995,599.23,799.76
2026-04-01,1824,2222,2015,1544,1083,601.36,800.42
2026-04-02,1823,2205,2036,1535,1094,603.23,804.37
2026-04-03,1820,2236,2044,1546,1090,600.73,803.11
2026-04-04,1840,2209,2033,1533,1100,596.97,805.91
2026-04-05,1857,2188,2015,1538,1093,598.44,808.26
2026-04-06,1848,2213,2019,1533,1096,600.52,809.61
2026-04-07,1867,2186,2024,1534,1099,602.66,810.98
2026-04-08,1880,2185,2031,1531,1089,605.36,811.04
2026-04-09,1889,2216,2013,1523,1085,605.8,811.81
2026-04-10,1868,2217,2011,1538,1096,607.14,814.2
2026-04-11,1875,2242,2034,1530,1106,610.51,819.23
2026-04-12,1859,2238,2013,1527,1107,607.5,815.49
2026-04-13,1841,2215,1998,1514,1101,608.56,816.99
2026-04-14,1855,2217,1996,1529,1104,609.7,816.32
2026-04-15,1843,2236,1980,1518,1108,609.23,819.99
2026-04-16,1820,2207,1978,1533,1107,612.88,816.8
2026-04-17,1803,2213,1984,1518,1111,615.17,818
2026-04-18,1822,2207,1973,1510,1109,612.23,813.57
2026-04-19,1836,2239,1998,1497,1106,612.22,813.59
2026-04-20,1831,2237,2020,1504,1109,610.93,817.12
2026-04-21,1840,2207,2019,1498,1113,610.18,816.58
2026-04-22,1833,2230,2013,1490,1104,608.93,821.64
2026-04-23,1842,2198,2026,1493,1115,606.39,818.15
2026-04-24,1829,2185,2025,1496,1106,603.01,822.04
2026-04-25,1841,2170,2006,1484,1115,605.29,822.02
2026-04-26,1819,2145,2003,1473,1114,603.85,820.62
2026-04-27,1830,2169,2018,1489,1118,601.76,818.06
2026-04-28,1846,2196,2017,1494,1117,603.07,822.42
2026-04-29,1854,2180,2040,1485,1115,602.83,818.39
2026-04-30,1847,2198,2044,1485,1122,602.89,823.33
2026-05-01,1845,2225,2043,1502,1116,602.05,827.88
2026-05-02,1829,2218,2067,1502,1123,602.47,831.01
2026-05-03,1841,2203,2054,1489,1118,604.9,830.37
2026-05-04,1845,2172,2066,1482,1124,605.54,828.12
2026-05-05,1837,2178,2055,1478,1132,604.78,831.87
2026-05-06,1816,2168,2070,1493,1128,608.05,827.12
2026-05-07,1826,2198,2063,1492,1121,609.85,825.09
2026-05-08,1817,2205,2082,1505,1114,609.95,827.26
2026-05-09,1827,2231,2087,1508,1118,610.1,825.11
2026-05-10,1820,2252,2081,1525,1126,612.29,829.97
2026-05-11,1809,2221,2062,1523,1128,609.02,833.13
2026-05-12,1799,2202,2076,1512,1120,609.54,835.69
2026-05-13,1803,2181,2094,1515,1113,606.11,834.02
2026-05-14,1800,2163,2084,1521,1119,606.77,832.21
2026-05-15,1813,2144,2100,1520,1109,604.64,834.14
2026-05-16,1792,2149,2096,1526,1103,604.7,833.55
2026-05-17,1770,2141,2072,1540,1113,607.83,831.36
2026-05-18,1766,2175,2072,1530,1103,604.41,829.33
2026-05-19,1780,2183,2060,1526,1108,606.96,824.75
2026-05-20,1775,2197,2046,1526,1119,606.52,820.21
2026-05-21,1793,2205,2031,1525,1110,602.66,823.96
2026-05-22,1788,2175,2027,1530,1120,603.22,820.8
2026-05-23,1774,2183,2009,1516,1113,603.09,818.86
2026-05-24,1764,2152,2024,1532,1107,603.31,815.35
2026-05-25,1783,2141,2002,1545,1115,602.12,815.57
2026-05-26,1771,2159,2011,1544,1124,603.29,814.29
2026-05-27,1790,2139,2010,1541,1113,600.21,818.43
2026-05-28,1792,2111,2018,1532,1118,596.42,816.37
2026-05-29,1790,2092,1997,1538,1115,598.84,814.2
2026-05-30,1810,2072,2003,1553,1105,598.2,811.22
2026-05-31,1789,2072,1984,1541,1107,601.43,808.83
2026-06-01,1916,2223,2099,1649,1176,602.62,810.63
2026-06-02,1914,2203,2104,1634,1179,600.15,813.08
2026-06-03,1904,2235,2098,1642,1172,600.42,813.65
2026-06-04,1923,2222,2100,1627,1180,596.62,809.75
2026-06-05,1940,2192,2085,1629,1170,599.1,813.25
2026-06-06,1945,2218,2080,1621,1165,600.19,808.93
2026-06-07,1938,2225,2073,1637,1175,600.4,808.9
2026-06-08,1954,2224,2059,1643,1163,603.05,809.67
2026-06-09,1935,2250,2073,1640,1167,602.49,812.27
2026-06-10,1914,2245,2055,1645,1168,600.74,811.86
2026-06-11,1896,2274,2050,1657,1158,604.2,816.93
2026-06-12,1896,2289,2055,1672,1168,603.48,813.16
2026-06-13,1893,2262,2067,1664,1162,602.27,817.45
2026-06-14,1897,2286,2052,1664,1155,602.73,813.89
2026-06-15,1890,2275,2067,1652,1162,601.81,810.03
2026-06-16,1869,2301,2066,1646,1169,604.26,810.23
2026-06-17,1871,2273,2047,1653,1179,601.07,809.44
2026-06-18,1884,2278,2053,1667,1172,601.65,806.01
2026-06-19,1861,2311,2054,1678,1183,602.51,802.55
2026-06-20,1875,2319,2064,1681,1172,605.03,803.71
2026-06-21,1860,2299,2074,1669,1179,605.14,805.2
2026-06-22,1846,2328,2055,1671,1184,606.19,804.06
2026-06-23,1831,2313,2067,1662,1178,603.79,802.79
2026-06-24,1849,2346,2085,1663,1172,605.08,807.65
2026-06-25,1835,2365,2104,1660,1176,604.85,812.47
2026-06-26,1814,2359,2111,1673,1175,603.5,816.64
2026-06-27,1829,2361,2130,1674,1176,604.29,817.2
2026-06-28,1850,2335,2105,1675,1165,601.55,822.1
2026-06-29,1849,2304,2118,1684,1158,603.88,819.31
2026-06-30,1832,2306,2141,1699,1157,606.61,820.47
2026-07-01,1818,2334,2124,1694,1156,605.19,819.82
2026-07-02,1808,2322,2128,1681,1164,605.08,818.82
2026-07-03,1793,2336,2124,1666,1173,603,822.98
2026-07-04,1781,2342,2118,1673,1181,602.46,821.36
2026-07-05,1803,2367,2095,1672,1186,604.13,824.43
2026-07-06,1794,2378,2092,1663,1180,604.72,829.22
2026-07-07,1808,2401,2085,1662,1191,605.43,831.22
2026-07-08,1826,2434,2112,1650,1193,605.6,831.02
2026-07-09,1825,2451,2132,1647,1187,605.36,831.83
2026-07-10,1810,2420,2142,1646,1176,602.18,828.55
2026-07-11,1793,2448,2151,1643,1166,605.53,832.81
2026-07-12,1795,2476,2152,1646,1155,601.53,833.42
2026-07-13,1809,2500,2160,1651,1165,599.73,837.21
2026-07-14,1831,2530,2164,1642,1154,602.91,833.61
2026-07-15,1821,2507,2182,1654,1152,601.71,836.66
2026-07-16,1803,2518,2178,1670,1147,599.85,837.38
2026-07-17,1825,2498,2180,1659,1151,596.66,833.52
2026-07-18,1828,2478,2197,1643,1140,596.1,831.65
2026-07-19,1821,2510,2215,1647,1139,592.73,836.56
2026-07-20,1801,2527,2239,1658,1136,591.54,840.73
2026-07-21,1802,2558,2244,1649,1140,593.4,844.4
2026-07-22,1796,2522,2258,1632,1131,593.76,845.24
2026-07-23,1797,2500,2282,1632,1142,595.33,849.82
2026-07-24,1813,2480,2287,1639,1144,598.03,851.49
2026-07-25,1799,2503,2299,1636,1135,595.6,855.83
2026-07-26,1811,2471,2298,1649,1127,595.38,856.69
2026-07-27,1809,2482,2301,1666,1137,597.9,854.68
2026-07-28,1809,2481,2314,1653,1132,601.76,854.57
2026-07-29,1799,2470,2322,1666,1133,602.72,858.06
2026-07-30,1808,2462,2343,1672,1137,601.46,858.76
2026-07-31,1825,2432,2351,1679,1144,601.36,854.44
2026-08-01,1832,2411,2365,1668,1137,602.06,856.36
2026-08-02,1822,2405,2387,1678,1148,601.22,855.73
2026-08-03,1835,2371,2400,1674,1139,599.2,854.69
2026-08-04,1822,2387,2379,1667,1136,598.01,859.27
2026-08-05,1839,2400,2402,1672,1137,596.01,862.79
2026-08-06,1835,2366,2374,1687,1130,598.74,866.14
2026-08-07,1833,2343,2352,1676,1135,596.07,867.02
2026-08-08,1828,2348,2355,1680,1146,592.16,870.75
2026-08-09,1835,2357,2329,1691,1142,588.23,866.87
2026-08-10,1816,2346,2326,1694,1152,587.12,865.65
2026-08-11,1802,2379,2315,1700,1157,585.24,860.71
2026-08-12,1815,2359,2316,1715,1155,584.1,863.38
2026-08-13,1831,2382,2298,1721,1149,584.46,865.09
2026-08-14,1849,2362,2282,1704,1149,587.76,861.21
2026-08-15,1838,2354,2282,1699,1139,588.12,858.48
2026-08-16,1841,2372,2296,1684,1144,588.82,861.61
2026-08-17,1853,2370,2278,1699,1152,585.36,857.49
2026-08-18,1852,2368,2257,1712,1149,588.25,854.74
2026-08-19,1835,2356,2278,1725,1151,589.87,858.39
2026-08-20,1819,2389,2295,1730,1145,587.57,855.55
2026-08-21,1831,2371,2272,1713,1136,585.95,859.03
2026-08-22,1836,2394,2285,1722,1144,587.22,857.03
2026-08-23,1840,2366,2270,1727,1139,587.28,852.03
2026-08-24,1833,2366,2257,1744,1137,584.81,848.86
